"","Site","Habitat","Temp","Chlorophyll","Turbidity","Depth","Salinity","Fish_Abundance"
"1","Site_1","Seagrass",22.8157225729244,2.83615684027345,8.91292742120984,8.41741005311242,32.9384449524563,48.3395971105474
"2","Site_2","Seagrass",25.8028301971229,3.54820848741437,10.4361657036803,7.14342276612769,33.5441856931034,41.995019610509
"3","Site_3","Seagrass",27.7677662403447,6.48998439488489,12.6665822604675,5.91275241913056,35.2744501607291,59.8560570108105
"4","Site_4","Seagrass",24.2755039201958,1.73164075476477,11.3353704689189,4.45936625503232,34.9328674345055,49.3215605418453
"5","Site_5","Seagrass",25.0222959013808,4.08236096892306,11.1751229383903,8.63847981470102,33.4171917247588,49.1905890561508
"6","Site_6","Seagrass",28.232954079418,5.64055975996268,12.3208456748507,1.13855802724007,36.9446197430907,44.7444395310349
"7","Site_7","Seagrass",27.031752701692,4.00445187094182,11.145175635634,10.484943082672,29.8641782535014,60.0114842102301
"8","Site_8","Seagrass",22.5546148229841,0.797440954881973,6.96791755074153,7.58023365580805,32.8807928707672,56.7671790248617
"9","Site_9","Seagrass",24.3803480813975,2.19183163156216,9.99802833523889,4.75921611243025,37.8544872987254,49.4904073319347
"10","Site_10","Seagrass",23.6093840426278,2.22248343664622,8.77826103818884,2.65200039850286,36.2903421386106,41.6469813975632
"11","Site_11","Seagrass",27.6626089044605,3.53587213780537,14.736250720705,4.45115182668014,37.1236360560668,47.8837597770388
"12","Site_12","Seagrass",25.3949417426239,4.3841608534767,8.55846206576022,5.16529496935745,33.7554074778988,53.8221239286083
"13","Site_13","Seagrass",25.8961264293617,4.10741517941897,10.0443724843319,5.0251200089635,36.5547567994351,51.4030850246075
"14","Site_14","Seagrass",24.3260020739127,2.93357726342299,11.1564799092288,3.91422982256555,35.8754013988425,52.2011191996532
"15","Site_15","Seagrass",22.5775161971639,2.11763046848935,9.77839735412328,2.00397565636846,38.3648288127002,41.9911714404792
"16","Site_16","Seagrass",30.5710396583541,6.350482291614,11.9729924589866,6.11995506082242,33.6220791761191,61.4643119139921
"17","Site_17","Seagrass",26.5964097801309,4.11715032937363,9.55063882669483,4.17109107236012,36.3615301588974,44.6977263984074
"18","Site_18","Seagrass",19.8154943251158,1.10093528404414,7.22344511070838,3.38837836598018,37.4753703097331,33.8090401265291
"19","Site_19","Seagrass",25.791545886447,4.04339024388116,11.0348649565452,4.30470089200378,35.4871428674417,54.9885901437332
"20","Site_20","Seagrass",22.8689370999468,2.31704084997438,7.14247540369123,7.96299596394971,32.7162273610046,56.7346788484669
"21","Site_21","Seagrass",25.06316293691,2.24630120229277,8.43972572158035,5.82472512880229,35.2017809521601,33.7347938183522
"22","Site_22","Seagrass",25.8764631471169,3.66182617699199,9.9013140068435,5.9344465294111,34.4843865946114,52.0959096653477
"23","Site_23","Seagrass",22.6828460466892,2.29845510342733,8.67066500391735,0.441283470666457,36.8246081608436,42.4683464322875
"24","Site_24","Seagrass",24.0854116006498,1.11052778621639,7.64064270494007,4.64952450181281,36.5840424695005,39.6080656532841
"25","Site_25","Seagrass",23.3355815163826,3.87741204816417,9.63380103218927,5.82477316790154,32.878860447588,51.9805997437529
"26","Site_26","Seagrass",21.1503664838996,0.0306529115938389,9.12424419823747,5.75398722884275,34.5590030994952,40.3169688537132
"27","Site_27","Seagrass",25.8869712511388,6.37486852479701,11.8041642505576,6.92365736561717,35.3427721373584,58.875118015396
"28","Site_28","Seagrass",24.7121289682135,1.92516892607502,8.86735351230556,3.3924440908839,36.7400061540423,50.7430785986378
"29","Site_29","Seagrass",24.3746335933128,0.972337099732732,7.77002003085179,3.67359596373775,36.2277211589941,45.8938963427959
"30","Site_30","Seagrass",27.4536017170544,6.50678142889508,12.2960467250692,2.72405835389464,36.9229338184172,51.5223411682952
"31","Site_31","Reef",25.9721736793812,3.05239341143547,9.8632415746333,5.25574390272528,35.7495002770295,56.4946854450965
"32","Site_32","Reef",24.6535444636146,1.71618236239617,6.96821717349326,3.41910843513666,35.2489883884562,51.9323882528644
"33","Site_33","Reef",28.0227272005754,3.67268748627415,12.4037894756014,5.34709980863565,35.1012636871291,61.4495129466556
"34","Site_34","Reef",26.2402031441213,3.52812699822074,10.3218270973501,4.60913399309428,35.7813682602735,52.3461899075939
"35","Site_35","Reef",25.6506550128829,4.04168641376708,10.5440992975343,9.40056633049553,31.236266412245,49.4165168958167
"36","Site_36","Reef",28.0529774406034,4.57073163033915,12.8376411119556,4.47496022639262,37.5435138170228,50.3043914325885
"37","Site_37","Reef",25.6666720901699,1.98284127844694,9.9019025647799,6.38554641542535,35.2495580332421,54.1850229455397
"38","Site_38","Reef",24.1531106089067,3.10053935433419,10.9220102823621,4.58152714694304,34.9318372232001,49.287469820226
"39","Site_39","Reef",23.1518015536369,3.68594225168472,8.02823654980759,4.70316794593442,35.2235846238976,47.7701659124052
"40","Site_40","Reef",22.9543422756574,4.35272621641815,9.00384261479265,4.47642708845879,35.1544547803487,53.2462734740274
"41","Site_41","Reef",23.036612562861,3.05070343014366,8.86967230865546,7.78331754919695,32.083392586641,50.4094633671722
"42","Site_42","Reef",25.2021512611273,3.38252366336068,8.28574237366137,7.3070583738726,34.0849461909368,49.5038704644579
"43","Site_43","Reef",23.5790554357932,-1.00444383193721,7.34020755475691,6.37654975013146,33.744221513357,47.0925573257004
"44","Site_44","Reef",30.0455002845126,6.30261402960254,13.2188240844938,3.06501446290951,36.2591523420413,54.2347178245499
"45","Site_45","Reef",27.0522666995147,4.82228514036637,12.6167781599382,0.0204345565015055,37.6568885584659,47.0751960244991
"46","Site_46","Reef",22.8135327709779,1.68192845299087,6.33468127308485,5.90459536745774,32.7373710344121,40.2243765264168
"47","Site_47","Reef",23.4896338657218,2.16913596245789,8.97596765999786,2.26056705077019,38.010577957116,36.9464017681163
"48","Site_48","Reef",23.3494711311796,0.901371735418034,10.2077046958198,6.64473588967313,32.8845786914078,44.4543912509958
"49","Site_49","Reef",27.4445807356496,6.08837292109949,10.5233766855314,9.18232182579003,32.1466049810886,56.488156266579
"50","Site_50","Reef",23.8176692884528,3.76132697214667,10.1476967062998,2.66437139227496,36.2824972880975,40.4244284505722
"51","Site_51","Reef",27.461930993482,3.69340359768158,10.9706520550695,5.80167582476441,30.927013517365,55.7319371102097
"52","Site_52","Reef",24.8525868953367,4.16672445069815,10.278581885375,3.48190643009635,35.9369234717103,53.7475880336085
"53","Site_53","Reef",25.1287979120466,1.58405888964066,10.7196035294287,2.88249673778393,38.6703993134229,39.9030238888151
"54","Site_54","Reef",26.9986768632893,6.12430440901582,11.9056530328488,2.72172599504282,37.4405563532158,44.4315436090408
"55","Site_55","Reef",23.9740693389182,2.0706998494999,9.16493170520055,0.287761115522112,38.3868913670259,37.482327068117
"56","Site_56","Reef",26.7159250765538,6.41339260982388,9.10292716420954,3.84303950481011,34.7997152148229,51.8693126972186
"57","Site_57","Reef",21.7195690031668,0.151422997725527,7.5653415714793,1.1805410072517,37.504011446167,36.7628211023327
"58","Site_58","Reef",26.5882099041966,4.68526546237637,11.3932622600861,4.30508247540969,31.8202314326029,57.5082097596389
"59","Site_59","Reef",25.5720128318506,4.5584552539797,10.8282599748087,9.35033801223949,32.4009847984923,57.2892285266392
"60","Site_60","Reef",24.6503466504332,3.39598491405605,9.65757833154006,2.34672733867105,39.1765657184065,35.3231980265351
"61","Site_61","Sand",24.9706569946658,4.70090970591988,12.70486271587,6.47810842743728,34.6560823348267,54.2123419431895
"62","Site_62","Sand",23.4931543754385,0.907383749255277,9.59022412389064,6.75423702380305,33.5883769997846,57.0028092048242
"63","Site_63","Sand",25.8296459025075,1.67862226895903,9.65176795464653,6.54687032229682,34.3687050156139,55.9539871236744
"64","Site_64","Sand",21.8255456131201,2.68578202179542,9.99885706070159,3.18884428792937,35.2990102717475,37.9473759439075
"65","Site_65","Sand",22.6773659526686,1.44816376536789,7.53015369470352,4.14465894386515,36.0054000358234,37.4961419493872
"66","Site_66","Sand",27.5094191044874,1.49412873409393,9.91488661339673,3.70441007773823,35.2939774226147,62.3828356842624
"67","Site_67","Sand",25.79544467193,2.44274014945059,13.5492576440039,5.99417627339978,33.3298759148421,53.2326875350025
"68","Site_68","Sand",23.7461677496396,2.89462659252579,10.0928613647608,4.56513947437129,34.2583639683286,48.2350056319786
"69","Site_69","Sand",26.1797655004854,5.52586084651802,13.3436833075096,5.9142664206692,32.9416854073196,59.6998343617522
"70","Site_70","Sand",29.5856293501592,6.58826917841364,11.3489190545433,4.06652941562359,34.8251844089639,48.6318180283449
"71","Site_71","Sand",23.6423347962172,2.74033137311889,9.03483308846372,8.07269019132658,32.7080888416294,48.6056256421347
"72","Site_72","Sand",19.8197858851686,-0.197498598365637,6.99035537090298,2.79336589543338,35.6709186242353,28.8644044443224
"73","Site_73","Sand",26.6675598147961,6.481384172895,11.8686540409403,1.78126884288939,38.9558689235103,45.5168600487636
"74","Site_74","Sand",23.6720951219744,1.77945536062666,7.72943534471341,11.2061347014593,29.1501255898957,60.7216038544629
"75","Site_75","Sand",25.2224915382111,1.70960258417786,8.99109820484941,5.28093336904112,36.8252887359612,38.7569878915543
"76","Site_76","Sand",26.9625776272545,3.09279110631179,10.2454522708107,6.14649914429557,31.8614906649691,58.2451092417862
"77","Site_77","Sand",25.5112534820495,2.58673618139601,10.4280844797166,7.5098151481493,33.4009767567442,52.853906812018
"78","Site_78","Sand",23.1893186911415,0.230858060046273,9.47065353945097,4.17153660574428,35.1953228346837,38.6609315200437
"79","Site_79","Sand",25.2489670639922,2.35233668074438,7.60196998383883,6.44399918511764,32.8467221408696,53.9242868081564
"80","Site_80","Sand",23.1893152722313,2.57008931656218,11.2744951111016,5.17947214242204,35.8824730049309,54.6606984722534
"81","Site_81","Sand",24.4904110542473,4.02531870736345,8.51939288267964,5.17460965364695,33.9724029939856,54.4670109793415
"82","Site_82","Sand",25.2806903491142,1.70075623333881,11.1236437244687,4.62425252486139,35.2008628000625,50.7380523453739
"83","Site_83","Sand",24.3058343691767,1.90553265556823,10.2358931180825,3.51129998782733,35.9077573423089,47.9129068883213
"84","Site_84","Sand",27.5889517747045,4.27651507091661,10.7266970290565,9.38489676371649,31.3469767701889,60.6577431152304
"85","Site_85","Sand",26.8521058501936,1.7099166186713,8.89513340904012,5.46317902518578,35.4591494957956,53.3600181479089
"86","Site_86","Sand",27.2111449868152,3.93111047754748,10.696058171364,3.60892180542373,37.9139590874586,52.5685022487541
"87","Site_87","Sand",27.0605270619698,5.38574014428456,12.1718409605814,6.24083018828842,35.1025689633329,58.7105174880669
"88","Site_88","Sand",24.11383558611,3.75029052422485,11.7127356201892,5.97981722197943,33.3776367446203,51.5459449619043
"89","Site_89","Sand",23.9593569648658,-0.0525750477162354,7.04829824102082,5.26448977950414,32.8262086903596,52.3085747443479
"90","Site_90","Sand",27.3868224599755,7.63931185907861,9.75955630600581,3.88102847946751,37.9117750333731,54.7782207990634
